,date,Zipcode,LAT,LNG,transaction_size,job_class,clusterName,logSumDollars,predicted,diff,Rank,logDollars
8869634,2016-02-29,93312,35.393478,-119.12046,<= $100,Not Listed,"Suburban, White, Wealthy",11.6768793644,11.8292912153,19397.2021593,21340.0,3.91202300543
16116049,2016-01-19,93933,36.686845,-121.786887,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",10.9562129584,11.4438757764,36019.0305607,22580.0,2.30258509299
1266834,2016-04-11,20814,39.004989,-77.10149,<= $20,Not Listed,Wealthy Urbanites (Renters),15.2645956637,14.216748883,-2765542.79427,183.0,2.7080502011
3444138,2016-01-06,37215,36.081868,-86.834691,<= $1000,Not Listed,"Families, Low Density",15.2850438979,13.9238658155,-3232762.41046,163.0,5.52146091786
987445,2016-06-28,33166,25.827855,-80.316183,<= $1000,Not Listed,"Hispanic, non citizens, low income",12.6584626873,11.7636824336,-185913.224834,2066.0,6.21460809842
15553989,2016-03-31,28150,35.342703,-81.576248,<= $100,Not Listed,"Low Income, African American",12.7288703175,11.2009886308,-264145.223412,1572.0,4.44265125649
16793004,2016-07-30,54634,43.581742,-90.422353,<= $100,Not Listed,"White, Middle income Single Family",9.60494673675,8.62461010559,-9271.0082536,8899.0,3.21887582487
6923724,2016-02-06,60504,41.747452,-88.238622,<= $20,retired,"Homeowners, Families",12.3872185115,12.1776636387,-45319.8530697,4912.0,2.56494935746
151954,2016-08-15,22101,38.940203,-77.164882,<= $1000,retired,"Homeowners, Families",16.7475736924,14.0717196837,-17474285.1051,17.0,6.90775527898
12402914,2016-08-17,11217,40.682306,-73.978099,<= $20,technology,Wealthy Urbanites (Renters),13.9417087533,13.4043120739,-471651.647708,980.0,1.60943791243
6756047,2016-01-28,80202,39.751907,-104.997633,<= $1000,Not Listed,"Families, Low Density",15.205546411,11.6040784621,-3905450.3409,126.0,5.70378247466
11910593,2015-06-25,06807,41.056732,-73.592029,<= $100,retired,"Homeowners, Families",12.8136455977,13.0887316308,116269.756728,23840.0,4.00733318523
15230654,2016-05-22,48067,42.490558,-83.137524,<= $1000,Not Listed,"Families, Low Density",12.7840306111,12.0748847207,-181068.412233,2103.0,5.52146091786
14224149,2016-04-26,78550,26.255523,-97.667502,<= $100,Not Listed,"White, Middle income Single Family",11.7454171857,11.5842013779,-18786.2518285,7197.0,3.21887582487
14782034,2015-01-01,56265,44.999823,-95.706482,<= $1000,Not Listed,"White, Middle income Single Family",11.2043057213,10.1528459569,-47781.962885,4797.0,5.7899601709
7722713,2016-02-28,20841,39.191853,-77.327521,<= $20,Not Listed,"Suburban, White, Wealthy",11.3778385775,10.2843776936,-58092.263831,4340.0,1.60943791243
8530386,2015-06-03,21212,39.368561,-76.614898,<= $100,business,"Families, Low Density",14.7438776759,12.9178732042,-2122842.62431,228.0,3.91202300543
315246,2015-09-18,20001,38.910353,-77.017739,<= $100,business,Wealthy Urbanites (Renters),16.3013695042,12.4580801634,-11754111.8581,34.0,3.58351893846
14740469,2015-11-30,37879,36.473313,-83.513631,<= $20,Not Listed,"White, Middle income Single Family",10.3533522479,8.54708542019,-26210.282567,6325.0,2.30258509299
6602391,2015-07-30,94509,37.996501,-121.812301,<= $100,retired,"Homeowners, Families",11.3378813631,11.301315533,-3013.9689593,11099.0,3.21887582487
1869842,2016-01-29,94558,38.442011,-122.23832,<= $1000,Not Listed,"Homeowners, Families",14.5311009939,12.9281380767,-1633657.82277,298.0,6.90775527898
15465947,2015-12-01,27537,36.371801,-78.397878,<= $20,Not Listed,"White, Middle income Single Family",10.8555700485,8.94598504996,-44144.9928978,4964.0,2.30258509299
1402624,2016-04-08,55403,44.97057,-93.284044,<= $100,retired,Wealthy Urbanites (Renters),13.8573911919,11.6024541977,-933404.124331,526.0,3.295836866
14431881,2016-04-10,95605,38.593521,-121.539867,<= $1000,Not Listed,"Young Kids, Multi-racial, Low Density",10.7053545998,10.4016481722,-11680.1713471,8386.0,6.68461172767
3566631,2015-11-24,23188,37.342927,-76.763835,<= $100,retired,"Families, Low Density",13.3013895102,10.8783244948,-545011.300942,859.0,3.21887582487
678075,2016-09-29,15238,40.537201,-79.879443,<= $100,homemaker,"Suburban, White, Wealthy",14.1379954258,12.4284174816,-1130753.59909,422.0,4.60517018599
8061595,2016-06-22,31522,31.257252,-81.342026,<= $1000,retired,"Homeowners, Families",12.3222989145,11.840426559,-85900.3430795,3466.0,6.90775527898
8335919,2015-12-18,95135,37.284529,-121.658321,<= $20,Not Listed,"Homeowners, Families",11.9280702402,12.7023603608,177063.418898,24032.0,2.7080502011
7453087,2015-06-09,30152,33.98925,-84.64592,<= $100,retired,"Suburban, White, Wealthy",12.5480369161,12.7327552988,57119.139774,23259.0,3.21887582487
11364273,2016-07-22,34990,27.137133,-80.346948,<= $20,medical,"Suburban, White, Wealthy",14.0945095413,11.6165587319,-1210886.63977,402.0,0.0
3327014,2015-06-04,28334,35.272208,-78.568104,<= $1000,Not Listed,"Low Income, African American",12.5547557395,10.9072123455,-228871.485083,1769.0,6.90775527898
1152602,2016-02-29,22151,38.804093,-77.207804,<= $100,Not Listed,"Homeowners, Families",12.1287325326,10.9940979351,-125593.198562,2770.0,3.91202300543
992917,2015-12-16,33149,25.719513,-80.168541,<= $1000,Not Listed,Wealthy Urbanites (Renters),14.5562824619,13.8988368144,-1010657.64232,480.0,6.90775527898
6073826,2015-05-21,78006,29.85855,-98.703353,<= $100,Not Listed,"White, Middle income Single Family",15.0234730927,11.7614130812,-3218450.50548,164.0,3.40119738166
2589388,2016-02-10,01742,42.462911,-71.364496,<= $100,Not Listed,"Homeowners, Families",15.1487606189,13.9189089922,-2684418.84199,185.0,4.60517018599
3904989,2015-12-15,94941,37.897665,-122.563172,<= $20,Not Listed,"Homeowners, Families",14.7668266764,14.1285448259,-1221546.60601,397.0,2.7080502011
11080400,2016-01-18,01905,42.465998,-70.975792,<= $20,retired,"Families, Low Density",11.0449837086,10.7170631405,-17509.8006757,7389.0,2.30258509299
2306366,2015-11-10,97201,45.507856,-122.690794,<= $100,Not Listed,"Families, Low Density",14.4812099715,13.6273615721,-1117359.73542,429.0,3.21887582487
16099098,2016-02-25,54501,45.657611,-89.349282,<= $100,Not Listed,"White, Middle income Single Family",11.7499403628,11.1790714714,-55130.1661681,4466.0,4.60517018599
10436345,2016-06-30,14456,42.847695,-76.998972,<= $100,Not Listed,"Families, Low Density",12.5923753214,10.9589789718,-236838.263107,1727.0,3.21887582487
5510616,2016-02-26,21234,39.393417,-76.534228,<= $100,Not Listed,"Families, Low Density",12.3269796853,11.3827693426,-137908.164876,2601.0,3.91202300543
8945617,2015-11-05,30012,33.717806,-84.002515,<= $1000,homemaker,"Low Income, African American",12.7220052067,10.5116610123,-298298.543102,1429.0,5.78382518233
4840309,2016-01-31,60950,41.252724,-87.8844,<= $20,Not Listed,"White, Middle income Single Family",10.9318204282,10.0252085493,-33339.2211867,5670.0,2.07944154168
2441103,2015-09-14,77098,29.734813,-95.416098,<= $20,Not Listed,Wealthy Urbanites (Renters),14.7056355327,11.3926794083,-2346763.77692,212.0,2.7080502011
14703461,2016-04-28,28734,35.189081,-83.41226,<= $100,Not Listed,"White, Middle income Single Family",11.5004276921,9.48418097349,-85607.9482431,3472.0,3.21887582487
16873354,2015-10-09,49633,44.558687,-85.206185,<= $100,retired,"White, Middle income Single Family",8.92105701816,7.36297521687,-5911.4799186,9859.0,3.76120011569
9625374,2016-01-05,02916,41.842661,-71.352438,<= $1000,Not Listed,"White, Middle income Single Family",10.4541490848,11.1712515587,36369.9882586,22593.0,5.52146091786
15936640,2016-04-19,40403,37.570447,-84.271931,<= $100,Not Listed,"Families, Low Density",11.7259055427,10.9247275995,-68203.2842236,3982.0,3.40119738166
5399721,2016-09-29,97212,45.544236,-122.643468,<= $1000,Not Listed,"Suburban, White, Wealthy",13.2079904634,13.1514268584,-29955.0272731,5946.0,5.29831736655
12232509,2016-02-09,29745,34.990942,-81.214095,<= $1000,Not Listed,"Low Income, African American",11.605714287,10.229716988,-82008.3346237,3567.0,6.21460809842
7735934,2016-03-23,33469,26.989221,-80.108541,<= $100,Not Listed,"Homeowners, Families",13.9475628573,11.6600477192,-1025318.44146,473.0,3.295836866
3441633,2015-10-31,37215,36.081868,-86.834691,<= $1000,Not Listed,"Families, Low Density",15.2850438979,13.9238658155,-3232762.41046,163.0,6.21460809842
7429382,2016-01-12,60430,41.55888,-87.664442,<= $100,Not Listed,"White, Middle income Single Family",11.5848274343,11.9514756726,47590.7746418,23036.0,3.21887582487
2249706,2016-02-12,92127,33.011833,-117.132686,<= $100,medical,"Homeowners, Families",13.0277845301,13.429449682,224851.145257,24101.0,3.91202300543
9925038,2015-10-22,23847,36.670258,-77.550253,<= $1000,retired,"Low Income, African American",11.3659903568,10.5938802745,-46445.0267434,4862.0,4.61512051684
2218071,2015-09-29,98092,47.287074,-122.113839,<= $100,retired,"Homeowners, Families",13.2514880748,11.9224801176,-418301.312288,1080.0,3.21887582487
7644243,2015-08-29,77494,29.740677,-95.829652,<= $100,retired,"Suburban, White, Wealthy",14.5682776205,12.796583558,-1761883.93378,270.0,3.21887582487
6878406,2016-06-30,33647,28.126958,-82.354093,<= $20,business,"Families, Low Density",12.6493343763,12.8013870762,51164.2214367,23134.0,2.48490664979
13442286,2016-01-25,46135,39.654571,-86.893996,<= $20,retired,"Families, Low Density",11.3541407311,10.4713868239,-50026.8739746,4702.0,2.7080502011
8842392,2015-07-31,92129,32.96692,-117.126158,<= $100,Not Listed,"Homeowners, Families",12.3719683672,13.314102651,369587.321794,24181.0,4.60517018599
3634905,2015-06-05,02906,41.840169,-71.390408,<= $100,Not Listed,"Families, Low Density",13.9994840828,13.6959101685,-314709.069745,1377.0,3.40119738166
4943006,2016-09-29,74105,36.097442,-95.961087,<= $1000,retired,"Families, Low Density",13.571776469,12.5878517987,-490718.293315,944.0,6.90775527898
8924890,2016-05-31,18104,40.611658,-75.546853,<= $100,Not Listed,"Families, Low Density",13.3196063869,11.6843650411,-490318.758334,945.0,4.31748811354
2774284,2016-07-31,10128,40.781432,-73.950013,<= $100,retired,Wealthy Urbanites (Renters),16.3141489115,14.5860851118,-10004909.4876,45.0,4.60517018599
12367794,2016-05-19,21206,39.338428,-76.538877,<= $100,Not Listed,"Low Income, African American",11.5122852601,11.0340981707,-37985.0531687,5348.0,3.63758615973
10574423,2016-05-26,97230,45.557757,-122.505268,<= $20,retired,"Families, Low Density",11.3799082259,11.3601410899,-1713.52240367,11747.0,2.3978952728
15915592,2016-09-26,36590,30.531802,-88.174421,<= $100,retired,"White, Middle income Single Family",8.01135510916,9.83346087104,15632.3788514,20878.0,3.55534806149
505435,2016-07-17,80214,39.743312,-105.069025,<= $1000,Not Listed,"Families, Low Density",11.7354288114,10.8794272769,-71846.8050302,3876.0,5.52146091786
14440929,2016-04-23,93955,36.61441,-121.786901,<= $20,Not Listed,"Hispanic, non citizens, low income",10.9375079853,11.5431172751,46818.2204536,23003.0,2.99573227355
4846119,2015-05-05,19038,40.100418,-75.171761,<= $1000,Not Listed,"Suburban, White, Wealthy",12.9740002507,11.9174639046,-281197.935889,1494.0,5.70378247466
12672249,2016-07-31,28645,35.978845,-81.547834,<= $20,Not Listed,"White, Middle income Single Family",11.8490833665,10.6855527252,-96236.3592511,3249.0,1.60943791243
16860821,2015-05-19,61333,40.989245,-88.888154,<= $20,Not Listed,"White, Middle income Single Family",7.92080967929,7.52669461176,-897.04261691,12277.0,1.60943791243
7572428,2016-05-21,37129,35.932526,-86.442648,<= $100,Not Listed,"White, Middle income Single Family",12.2298721765,12.0312938934,-36888.4461217,5431.0,3.295836866
5044486,2015-08-14,30305,33.835696,-84.389116,<= $100,business,"Homeowners, Families",15.3750108882,13.1092021892,-4262981.47925,113.0,3.21887582487
14672597,2015-11-29,94561,37.993936,-121.691139,<= $1000,finance,"Young Kids, Multi-racial, Low Density",10.5368051077,10.6587372499,4885.85697256,17910.0,5.68697535634
12697952,2016-05-31,94587,37.603155,-122.018638,<= $20,creative,"Homeowners, Families",11.8030620227,12.4947898577,133281.846837,23918.0,2.7080502011
3240922,2016-02-18,86336,34.909886,-111.867252,<= $20,Not Listed,"Homeowners, Families",13.3678725433,10.3415256904,-608142.719857,784.0,2.30258509299
13940746,2015-10-02,07981,40.820383,-74.422418,<= $100,Not Listed,"Suburban, White, Wealthy",11.0512867521,11.0948139731,2803.88304699,16553.0,3.68887945411
298814,2015-11-13,20001,38.910353,-77.017739,<= $20,business,Wealthy Urbanites (Renters),16.3013695042,12.4580801634,-11754111.8581,34.0,2.30258509299
4695187,2015-11-13,60015,42.173809,-87.878173,<= $100,Not Listed,"Homeowners, Families",14.8805233183,12.9078209084,-2497420.72884,200.0,3.21887582487
14654937,2016-04-13,60543,41.664136,-88.317818,<= $100,retired,"Suburban, White, Wealthy",12.2057175825,10.6669679889,-157014.373586,2360.0,4.60517018599
10420564,2015-10-20,76244,32.928037,-97.283914,<= $100,business,"Suburban, White, Wealthy",12.5150341954,11.6981589863,-152052.054984,2407.0,3.13549421593
5187268,2016-08-31,91367,34.177311,-118.615704,<= $100,retired,"Homeowners, Families",13.9430766938,13.3398269924,-514599.897515,900.0,3.25809653802
13053589,2016-04-27,10965,41.061561,-74.007832,<= $100,Not Listed,"Suburban, White, Wealthy",11.2861628728,12.6231983249,223807.646229,24100.0,4.60517018599
1562997,2016-04-12,90067,34.057597,-118.413998,<= $100,retired,"Homeowners, Families",17.0412467566,10.323051755,-25141673.0313,10.0,3.91202300543
5028710,2015-09-29,11201,40.693682,-73.989693,<= $1000,Not Listed,Wealthy Urbanites (Renters),15.3375265364,13.5215939799,-3836113.33358,129.0,6.21460809842
11282750,2015-03-31,07083,40.695266,-74.269078,<= $100,Not Listed,"Homeowners, Families",12.8586165576,11.7948533601,-251515.687167,1644.0,3.91202300543
8557123,2016-03-20,75022,33.03489,-97.124906,<= $100,Not Listed,"Suburban, White, Wealthy",13.7956159664,11.2729539128,-901636.976074,549.0,4.12713438505
10463260,2016-04-15,27613,35.926102,-78.711414,<= $20,medical,"Suburban, White, Wealthy",13.1359427588,12.6208556851,-204027.556451,1924.0,2.30258509299
6782595,2016-04-28,04401,44.848517,-68.850405,<= $20,Not Listed,"Families, Low Density",12.6913404325,11.870953482,-181871.43016,2093.0,1.60943791243
11211709,2015-09-07,93654,36.658709,-119.401274,<= $20,Not Listed,"Hispanic, non citizens, low income",11.5426007653,11.3424261249,-18687.6353874,7210.0,2.7080502011
13504295,2015-11-16,55112,45.081866,-93.190493,<= $20,Not Listed,"Families, Low Density",12.9512381076,12.3786709127,-183680.281113,2082.0,1.60943791243
12708709,2016-07-28,80228,39.69499,-105.173144,<= $1000,business,"Families, Low Density",12.4171112264,12.3956121558,-5253.4242411,10138.0,5.29831736655
5003972,2015-06-01,90232,34.019323,-118.391902,<= $100,Not Listed,Wealthy Urbanites (Renters),13.3808833389,12.8975234653,-248183.969125,1656.0,3.63758615973
12505085,2015-12-24,59601,46.530509,-112.199726,<= $20,Not Listed,"Families, Low Density",13.6051672331,11.657479974,-694753.532022,696.0,2.30258509299
6222207,2016-06-14,98003,47.304801,-122.316969,<= $20,medical,"Families, Low Density",11.769039468,10.9577801945,-71791.1128495,3880.0,0.69314718056
8283210,2016-02-29,66213,38.898859,-94.708219,<= $1000,retired,"Suburban, White, Wealthy",12.1725262032,13.5340002494,561241.136374,24221.0,6.21460809842
1286311,2016-08-25,22314,38.806853,-77.056374,<= $5000,Not Listed,Wealthy Urbanites (Renters),15.4152760429,14.1591340209,-3541823.3997,148.0,8.51719319142
16660131,2016-01-09,28018,35.485727,-81.790396,<= $100,Not Listed,"White, Middle income Single Family",8.83010431791,7.8786533969,-4196.68529125,10569.0,3.91202300543
15423438,2016-04-08,01060,42.321488,-72.630588,<= $100,Not Listed,"Families, Low Density",12.7952832961,12.4948723963,-93548.1191656,3301.0,3.91202300543
16218583,2015-10-20,11713,40.776095,-72.942821,<= $1000,Not Listed,"Suburban, White, Wealthy",10.5093869645,12.5373961917,241904.071584,24121.0,5.32300997914
16567340,2015-12-31,91768,34.063516,-117.790379,<= $20,retired,"Hispanic, non citizens, low income",10.5572180007,11.787858704,93190.2784883,23728.0,1.60943791243
12157513,2016-09-12,55121,44.846541,-93.154935,<= $20,medical,"Families, Low Density",11.2833990867,11.0051479075,-19307.8370167,7122.0,2.94443897917
3766372,2016-09-11,93108,34.448024,-119.616984,<= $1000,Not Listed,"Homeowners, Families",15.0877111011,13.4992957911,-2839794.11084,180.0,5.52146091786
10103225,2016-09-26,87501,35.744137,-105.856809,<= $100,creative,"Homeowners, Families",13.95441126,12.766416275,-798755.162747,626.0,4.60517018599
13121049,2016-05-29,45220,39.148783,-84.520309,<= $100,professor,Wealthy Urbanites (Renters),12.380021751,12.5307248198,38710.8656399,22703.0,3.21887582487
2912032,2016-02-13,85021,33.559421,-112.092875,<= $100,retired,"Hispanic, non citizens, low income",13.0842605991,11.8189210503,-345509.368852,1272.0,3.295836866
4194680,2016-04-20,37934,35.861344,-84.167752,<= $100,medical,"Suburban, White, Wealthy",12.8112843859,11.7223006086,-243037.257083,1695.0,3.55534806149
13819797,2016-06-06,43202,40.019812,-83.0151,<= $100,Not Listed,Wealthy Urbanites (Renters),12.2378474373,11.5691299458,-100675.603569,3160.0,3.63758615973
13111374,2016-07-27,48198,42.275075,-83.58634,<= $100,Not Listed,"Low Income, African American",12.3226238116,10.892673195,-170942.125252,2206.0,4.60517018599
15963794,2016-08-20,40013,37.934851,-85.458027,<= $20,retired,"White, Middle income Single Family",9.56514356528,8.72115092802,-8127.76836489,9198.0,1.60943791243
8928224,2016-07-13,49503,42.96212,-85.659394,<= $100,business,"Families, Low Density",15.8597872503,11.4131004582,-7633070.42277,65.0,3.21887582487
4509625,2015-11-20,22042,38.865024,-77.197125,<= $20,business,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,2.30258509299
1199602,2015-12-02,20910,39.002837,-77.036701,<= $1000,Not Listed,Wealthy Urbanites (Renters),14.2122799678,13.7983634669,-504013.916383,924.0,5.52146091786
8791196,2016-05-24,06510,41.306517,-72.926008,<= $1000,professor,Wealthy Urbanites (Renters),12.9768796971,11.7409820844,-306686.355367,1401.0,5.52146091786
1910629,2016-07-31,98005,47.614533,-122.168798,<= $20,Not Listed,"Homeowners, Families",13.5051737949,13.5499090272,33544.5907946,22453.0,0.69314718056
290899,2015-08-07,20001,38.910353,-77.017739,<= $1000,Not Listed,Wealthy Urbanites (Renters),16.3013695042,12.4580801634,-11754111.8581,34.0,5.17614973257
11536649,2016-07-28,68901,40.59161,-98.372728,<= $100,Not Listed,"Families, Low Density",11.4900866331,11.4430865507,-4487.59726423,10424.0,3.21887582487
8818999,2015-11-13,94703,37.863911,-122.275643,<= $100,Not Listed,"Families, Low Density",13.2058125841,12.762190511,-194737.13416,2003.0,3.91202300543
2704143,2016-05-31,10011,40.742039,-74.00062,<= $20,technology,Wealthy Urbanites (Renters),16.5489581639,14.4299824292,-13537159.9993,30.0,1.60943791243
10344291,2015-03-24,30501,34.319072,-83.814393,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",12.0705907805,12.1413829609,12812.658982,20387.0,2.7080502011
1521290,2015-02-19,91711,34.128066,-117.714773,<= $100,Not Listed,"Homeowners, Families",13.4534497075,13.5142494719,43644.5739819,22891.0,3.55534806149
12321336,2016-09-19,03301,43.238549,-71.555988,<= $1000,legal,"Families, Low Density",13.3009178476,11.5300701634,-496014.748767,939.0,6.21460809842
7952183,2015-08-31,34238,27.235792,-82.470536,<= $20,retired,"Homeowners, Families",12.2580149792,11.7733811513,-80910.8785301,3591.0,1.60943791243
8669934,2016-08-15,80220,39.733819,-104.91657,<= $1000,Not Listed,"Families, Low Density",15.015612982,12.6477851035,-3009383.31152,174.0,6.90775527898
291919,2015-08-07,20001,38.910353,-77.017739,<= $100,business,Wealthy Urbanites (Renters),16.3013695042,12.4580801634,-11754111.8581,34.0,3.36729582999
7249625,2015-12-19,95032,37.216953,-121.926555,<= $20,Not Listed,"Homeowners, Families",13.9944923774,12.8140113678,-828670.666852,605.0,2.30258509299
11059064,2016-06-29,31021,32.493427,-82.943054,<= $100,retired,"Low Income, African American",11.8318154645,10.3980781625,-104763.464543,3091.0,4.60517018599
7335409,2016-07-22,94707,37.898189,-122.27913,<= $1000,Not Listed,"Homeowners, Families",15.5947148734,13.4282358906,-5246235.40359,91.0,5.52146091786
13669778,2016-04-01,81623,39.24658,-107.162855,<= $100,Not Listed,"Homeowners, Families",15.172307105,10.8860962405,-3830303.67898,132.0,4.00733318523
6613248,2015-12-31,33629,27.921536,-82.509043,<= $100,business,"Suburban, White, Wealthy",14.2142410393,13.6299487085,-659294.540478,729.0,3.68887945411
10888564,2015-11-13,30005,34.089039,-84.217099,<= $20,Not Listed,"Suburban, White, Wealthy",13.6140404319,12.5259392211,-542139.19318,868.0,2.94443897917
9203558,2016-03-16,94304,37.374707,-122.181698,<= $1000,retired,"Homeowners, Families",14.9350810152,14.0038450194,-1856300.77793,260.0,5.52146091786
11167834,2016-03-31,71201,32.532929,-92.105911,<= $1000,Not Listed,"Low Income, African American",12.700653027,11.2018259622,-254697.902753,1626.0,6.90775527898
6169838,2016-04-30,01930,42.61991,-70.681824,<= $100,Not Listed,"Suburban, White, Wealthy",12.915014432,11.8630289569,-264446.558179,1570.0,3.295836866
16260919,2015-07-16,89143,36.322319,-115.293151,<= $100,business,"Suburban, White, Wealthy",9.8819063445,9.57313330432,-5199.61797832,10167.0,4.4188406078
1150110,2016-04-12,94070,37.496466,-122.272565,<= $100,Not Listed,"Homeowners, Families",14.7286916599,13.3191019387,-1883525.14157,255.0,3.91202300543
14187593,2016-01-20,55057,44.470457,-93.176125,<= $1000,retired,"Families, Low Density",12.9899878879,11.8328123798,-300308.795963,1423.0,5.84354441703
7492825,2015-09-03,22963,37.848104,-78.305112,<= $20,Not Listed,"Suburban, White, Wealthy",10.5668969148,9.75122706023,-21652.7089991,6816.0,1.09861228867
6723962,2015-07-03,37663,36.463012,-82.488726,<= $20,Not Listed,"Families, Low Density",11.7358129835,11.6126427186,-14482.1520799,7866.0,2.94443897917
6591724,2015-07-31,07735,40.450109,-74.172274,<= $20,Not Listed,"Homeowners, Families",11.1437151375,10.5367562271,-31452.8416286,5830.0,2.30258509299
530742,2015-06-08,33440,26.564765,-81.03784,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",12.3940614465,9.96058747641,-220188.767987,1819.0,2.30258509299
8709404,2016-04-19,61801,40.108966,-88.211024,<= $20,Not Listed,"Families, Low Density",12.3192584635,11.3379371684,-140021.315467,2575.0,1.09861228867
10452694,2016-05-03,54455,44.766821,-89.684474,<= $1000,retired,"White, Middle income Single Family",11.1282624845,9.65753806173,-52428.7655964,4586.0,6.21460809842
13330459,2016-09-01,48126,42.32579,-83.183213,<= $100,Not Listed,"White, Middle income Single Family",12.5993943197,11.4037945324,-206717.698603,1904.0,3.21887582487
8441033,2016-04-17,60184,41.951502,-88.25317,<= $100,Not Listed,"Suburban, White, Wealthy",11.6750953336,11.639171224,-4149.90374304,10589.0,3.91202300543
14567661,2016-06-30,90038,34.088475,-118.325527,<= $20,Not Listed,Wealthy Urbanites (Renters),12.2143582251,11.9958346401,-39585.7309061,5237.0,2.7080502011
7957585,2015-11-16,34209,27.500129,-82.651386,<= $20,retired,"White, Middle income Single Family",12.3490468145,11.9221487595,-80175.2114041,3612.0,2.30258509299
15973335,2016-06-10,85388,33.602322,-112.432071,<= $20,Not Listed,"Suburban, White, Wealthy",9.70759431571,9.30168434683,-5485.54184942,10036.0,2.8903717579
15430489,2015-11-30,21794,39.298422,-76.966129,<= $20,Not Listed,"Homeowners, Families",11.0926563158,10.9881399991,-6518.77132157,9679.0,2.99573227355
10860241,2016-09-30,44011,41.4451,-82.005109,<= $100,Not Listed,"Suburban, White, Wealthy",12.4928180294,11.9054307721,-118348.427661,2879.0,4.02535169074
15197368,2016-07-24,95823,38.474099,-121.443454,<= $100,retired,"Young Kids, Multi-racial, Low Density",10.6777076791,11.020322113,17725.3586268,21143.0,3.21887582487
16736545,2015-07-02,15853,41.392343,-78.791631,<= $100,Not Listed,"White, Middle income Single Family",8.93194834643,10.0263974363,15045.6502887,20794.0,4.24849524205
7033215,2016-04-28,18966,40.188468,-75.009898,<= $100,Not Listed,"Suburban, White, Wealthy",12.1451170314,12.3081723145,33325.7697936,22441.0,3.21887582487
4182453,2016-05-28,60622,41.902172,-87.683337,<= $100,Not Listed,Wealthy Urbanites (Renters),13.6767713424,13.3283598504,-256080.5649,1620.0,3.295836866
14999637,2016-05-24,52556,41.0242,-91.927545,<= $20,professor,"Families, Low Density",11.9751552057,11.1147714229,-91605.1428574,3339.0,1.09861228867
8961404,2016-04-05,05753,43.997783,-73.178295,<= $20,creative,"Families, Low Density",12.6332666291,10.4467477568,-272157.789508,1537.0,2.30258509299
9711202,2015-12-14,45036,39.444049,-84.214131,<= $20,business,"White, Middle income Single Family",11.7961777403,11.5416951392,-29825.2481221,5965.0,2.99573227355
13036952,2015-09-29,53528,43.1183,-89.638014,<= $100,Not Listed,"Suburban, White, Wealthy",10.7126606704,10.5645804703,-6182.8388157,9782.0,3.21887582487
7676390,2016-01-31,45208,39.134746,-84.43443,<= $20,retired,"Suburban, White, Wealthy",15.3141091959,13.4609215432,-3773951.32565,133.0,1.09861228867
5530538,2016-06-28,95928,39.68571,-121.844084,<= $20,Not Listed,"Families, Low Density",12.309283352,12.1575670393,-31214.60029,5849.0,2.30258509299
4619963,2016-09-14,44040,41.535663,-81.410737,<= $1000,retired,"Suburban, White, Wealthy",14.6205371599,12.0897307166,-2058721.84078,238.0,5.52146091786
8528198,2016-04-20,21136,39.483784,-76.794208,<= $20,Not Listed,"Homeowners, Families",13.0006295476,12.803999056,-79023.1223014,3637.0,1.38629436112
12353404,2015-11-30,32195,28.98808,-81.886336,<= $100,Not Listed,"White, Middle income Single Family",10.3582506324,9.65899713237,-15853.9301935,7647.0,3.68887945411
7744951,2015-08-21,78213,29.516395,-98.523017,<= $100,retired,"Young Kids, Multi-racial, Low Density",12.4587283961,11.4978848193,-158980.810016,2329.0,3.21887582487
6747261,2016-05-23,46077,39.984562,-86.282625,<= $1000,Not Listed,"Suburban, White, Wealthy",14.8066044489,13.6197138467,-1872000.6425,257.0,6.21460809842
7603805,2016-07-29,57501,44.5276,-100.309037,<= $1000,Not Listed,"White, Middle income Single Family",12.0980753232,11.3209071861,-96996.8217061,3235.0,6.21460809842
859890,2015-04-24,44022,41.446269,-81.402969,<= $100,Not Listed,"Suburban, White, Wealthy",15.2605265549,13.7906654976,-3266458.96206,160.0,3.40119738166
11911853,2015-11-07,91741,34.156529,-117.841605,<= $100,Not Listed,"Homeowners, Families",12.6288143173,12.6742164012,14177.3935619,20657.0,3.21887582487
9067320,2016-06-08,27408,36.103667,-79.813712,<= $20,Not Listed,"Families, Low Density",13.841711301,13.2377436737,-465396.918468,987.0,1.09861228867
9982836,2016-02-08,30101,34.034515,-84.707349,<= $20,retired,"Suburban, White, Wealthy",13.5328292939,11.8765768707,-609902.73514,781.0,2.7080502011
6873802,2016-04-29,08807,40.592434,-74.61884,<= $100,Not Listed,"Suburban, White, Wealthy",14.1064009782,12.4011348282,-1094540.68797,438.0,3.91202300543
4190013,2015-02-13,60118,42.106259,-88.304383,<= $1000,Not Listed,"Suburban, White, Wealthy",11.4847934444,11.8819159273,47401.3809491,23028.0,5.25749537203
15631381,2015-06-01,30453,32.011133,-82.121758,<= $1000,outdoors,"White, Middle income Single Family",8.91623773172,8.49356041743,-2568.7785345,11300.0,6.21460809842
