,date,Zipcode,LAT,LNG,transaction_size,job_class,clusterName,logDollars
7631770,2015-08-29,11379,40.716748,-73.879601,<= $100,Not Listed,Wealthy Urbanites (Renters),3.63758615973
6326526,2016-01-14,08889,40.609021,-74.754216,<= $100,retired,"Homeowners, Families",3.91202300543
1538949,2016-03-14,20008,38.936238,-77.059981,<= $5000,Not Listed,Wealthy Urbanites (Renters),7.1308988303
4663170,2016-06-27,19460,40.126827,-75.530448,<= $100,Not Listed,"Suburban, White, Wealthy",3.40119738166
7046921,2015-05-15,78249,29.565311,-98.612104,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",4.53259949315
7407656,2016-03-23,60660,41.99111,-87.663076,<= $100,Not Listed,Wealthy Urbanites (Renters),3.55534806149
583203,2016-03-01,47546,38.418779,-86.932557,<= $1000,Not Listed,"White, Middle income Single Family",5.52146091786
360755,2016-06-24,20001,38.910353,-77.017739,<= $20,Not Listed,Wealthy Urbanites (Renters),2.94443897917
14220801,2015-12-15,53405,42.726918,-87.830175,<= $100,Not Listed,"Families, Low Density",3.91202300543
6046275,2016-05-31,98262,48.675104,-122.645925,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
2146338,2016-05-06,98406,47.264107,-122.512591,<= $100,retired,"White, Middle income Single Family",3.21887582487
1471514,2016-05-30,55430,45.067676,-93.302089,<= $20,retired,"Families, Low Density",2.30258509299
516287,2016-06-30,98040,47.567779,-122.232795,<= $100,Not Listed,"Homeowners, Families",3.55534806149
5584337,2015-06-27,97229,45.551031,-122.809275,<= $100,Not Listed,"Suburban, White, Wealthy",3.55534806149
10642755,2016-05-12,94949,38.060475,-122.508496,<= $100,Not Listed,"Homeowners, Families",3.73766961828
2970126,2015-01-29,85641,32.049048,-110.62285,<= $100,Not Listed,"White, Middle income Single Family",3.40119738166
6608313,2016-05-03,55378,44.757299,-93.366971,<= $100,retired,"Suburban, White, Wealthy",3.91202300543
11673287,2015-05-07,84097,40.304832,-111.673117,<= $1000,Not Listed,"Suburban, White, Wealthy",6.21460809842
9782192,2016-02-17,36608,30.681503,-88.300213,<= $1000,retired,Low Income African American,5.52146091786
12015068,2016-09-30,80477,40.486391,-106.829354,<= $100,retired,"Homeowners, Families",3.21887582487
9152243,2016-08-10,10471,40.898868,-73.903328,<= $20,Not Listed,Wealthy Urbanites (Renters),2.7080502011
1262460,2015-08-21,20814,39.004989,-77.10149,<= $1000,Not Listed,Wealthy Urbanites (Renters),6.21460809842
2367555,2015-07-30,22202,38.856868,-77.051492,<= $100,Not Listed,Wealthy Urbanites (Renters),3.49650756147
16294199,2016-05-30,95121,37.304151,-121.809869,<= $20,Not Listed,"Homeowners, Families",1.60943791243
16478120,2016-07-24,08332,39.377041,-75.023374,<= $20,Not Listed,Low Income African American,2.07944154168
16628279,2016-04-28,05471,44.828065,-72.578206,<= $20,Not Listed,"White, Middle income Single Family",0.69314718056
5243766,2015-12-20,97124,45.569079,-122.946701,<= $100,retired,"Families, Low Density",3.21887582487
98465,2015-03-31,68130,41.234208,-96.195267,<= $1000,Not Listed,"Suburban, White, Wealthy",5.75574221359
11526335,2016-07-13,33548,28.146279,-82.482303,<= $100,Not Listed,"White, Middle income Single Family",3.21887582487
11186911,2016-02-28,93117,34.479453,-120.084094,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
11294952,2015-08-22,78624,30.280938,-98.876683,<= $20,Not Listed,"White, Middle income Single Family",2.99573227355
5819891,2016-04-30,01730,42.499295,-71.281889,<= $100,Not Listed,"Homeowners, Families",3.63758615973
5747304,2015-11-27,98367,47.461156,-122.698,<= $20,retired,"White, Middle income Single Family",2.99573227355
241161,2016-05-03,77356,30.465662,-95.729888,<= $100,Not Listed,"Suburban, White, Wealthy",3.55534806149
15789043,2015-09-03,77050,29.902887,-95.269296,<= $20,Not Listed,"Hispanic, non citizens, low income",2.30258509299
14926050,2016-05-01,28584,34.736767,-77.077619,<= $20,retired,"White, Middle income Single Family",2.30258509299
8868511,2015-10-14,93263,35.492805,-119.286861,<= $100,Not Listed,"Hispanic, non citizens, low income",3.91202300543
1487747,2016-05-25,91784,34.141146,-117.655583,<= $100,Not Listed,"Suburban, White, Wealthy",3.21887582487
5265382,2016-02-21,97333,44.468069,-123.293831,<= $100,Not Listed,"Families, Low Density",3.55534806149
3609229,2016-08-27,22206,38.843917,-77.089408,<= $100,retired,Wealthy Urbanites (Renters),4.60517018599
4734989,2015-10-30,60565,41.730729,-88.124336,<= $100,Not Listed,"Suburban, White, Wealthy",3.68887945411
2462737,2016-07-19,76016,32.689222,-97.18913,<= $20,Not Listed,"Suburban, White, Wealthy",2.99573227355
15967197,2016-02-23,29630,34.738673,-82.799161,<= $20,Not Listed,"Families, Low Density",2.7080502011
591340,2016-02-19,30548,34.09047,-83.767003,<= $100,legal,"Suburban, White, Wealthy",3.55534806149
8196057,2015-08-31,43054,40.083073,-82.798908,<= $100,Not Listed,"Suburban, White, Wealthy",3.91202300543
9095710,2015-10-09,92028,33.390477,-117.209427,<= $20,Not Listed,"Homeowners, Families",2.30258509299
8458784,2016-06-02,95616,38.554133,-121.798467,<= $20,professor,"Homeowners, Families",1.09861228867
5673460,2015-09-03,97304,45.006596,-123.111691,<= $100,Not Listed,"Families, Low Density",3.21887582487
4062916,2015-12-16,53719,43.045313,-89.515378,<= $100,medical,"Families, Low Density",4.60517018599
9595389,2016-09-27,94550,37.519986,-121.575596,<= $100,Not Listed,"Homeowners, Families",4.60517018599
4535841,2015-12-04,22042,38.865024,-77.197125,<= $100,Not Listed,"Homeowners, Families",3.68887945411
7529811,2015-11-12,45865,40.39188,-84.368259,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
12760449,2015-06-17,62526,39.901605,-88.989407,<= $100,Not Listed,"Families, Low Density",3.21887582487
4368155,2016-03-14,19380,39.987186,-75.603156,<= $20,engineer,"Suburban, White, Wealthy",1.60943791243
3314278,2016-05-27,98284,48.546832,-122.135222,<= $20,Not Listed,"White, Middle income Single Family",2.30258509299
11120771,2016-05-10,32407,30.198324,-85.790694,<= $100,Not Listed,"Families, Low Density",3.295836866
13549976,2015-06-18,90650,33.906956,-118.08264,<= $20,Not Listed,"Hispanic, non citizens, low income",2.30258509299
13655287,2016-04-07,95404,38.525733,-122.690443,<= $100,Not Listed,"Homeowners, Families",4.60517018599
4055039,2016-02-28,18951,40.452964,-75.348855,<= $100,Not Listed,"Families, Low Density",3.21887582487
14591858,2016-09-16,48875,42.860813,-84.941448,<= $1000,retired,"White, Middle income Single Family",5.52146091786
1151982,2016-04-14,94070,37.496466,-122.272565,<= $100,Not Listed,"Homeowners, Families",4.60517018599
3621796,2016-07-05,33401,26.715844,-80.070249,<= $1000,Not Listed,"Families, Low Density",6.90775527898
7150412,2016-07-31,20194,38.981059,-77.340775,<= $1000,Not Listed,"Homeowners, Families",6.21460809842
1240397,2016-06-14,22150,38.772863,-77.186523,<= $20,Not Listed,"White, Middle income Single Family",2.7080502011
15580451,2015-05-05,37398,35.181209,-86.138387,<= $100,retired,"White, Middle income Single Family",4.60517018599
5061611,2016-06-09,02478,42.395317,-71.180284,<= $100,Not Listed,"Homeowners, Families",3.295836866
8358571,2016-04-03,08043,39.848539,-74.953498,<= $20,Not Listed,"Homeowners, Families",2.7080502011
3277811,2016-03-31,94610,37.811406,-122.242458,<= $5000,Not Listed,"Families, Low Density",7.90100705199
12867619,2016-08-29,11385,40.700671,-73.889433,<= $100,Not Listed,Wealthy Urbanites (Renters),3.04452243772
15646882,2015-03-20,02048,42.017302,-71.21641,<= $100,Not Listed,"Suburban, White, Wealthy",3.63758615973
5089548,2016-01-27,96821,21.311063,-157.750269,<= $20,retired,"Homeowners, Families",2.30258509299
10052166,2015-03-15,89503,39.54104,-119.840126,<= $20,Not Listed,"Families, Low Density",2.30258509299
13726376,2016-04-10,02540,41.573881,-70.632049,<= $100,Not Listed,"Suburban, White, Wealthy",3.21887582487
18310,2016-04-15,20005,38.904674,-77.031578,<= $1000,Not Listed,Wealthy Urbanites (Renters),5.3375380797
13531851,2016-04-11,64067,39.154284,-93.836041,<= $100,retired,"White, Middle income Single Family",3.40119738166
15566670,2016-05-03,92344,34.391145,-117.405722,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",2.30258509299
8789000,2016-06-01,48103,42.26135,-83.846458,<= $100,retired,"Families, Low Density",3.91202300543
16074015,2015-12-31,42003,37.004848,-88.577941,<= $1000,retired,"White, Middle income Single Family",5.29831736655
6396705,2016-01-26,21210,39.359156,-76.632685,<= $20,retired,"Families, Low Density",2.30258509299
10957788,2016-05-09,39402,31.333704,-89.419175,<= $1000,Not Listed,"Families, Low Density",5.88610403145
2141014,2016-02-13,98632,46.209509,-123.056153,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
8407266,2015-04-24,90068,34.129772,-118.330989,<= $1000,Not Listed,"Homeowners, Families",5.52146091786
1871316,2016-01-23,94558,38.442011,-122.23832,<= $20,Not Listed,"Homeowners, Families",2.8903717579
11317514,2015-03-23,46164,39.32783,-86.126245,<= $1000,Not Listed,"White, Middle income Single Family",5.52146091786
15541120,2016-04-30,30316,33.711546,-84.331796,<= $20,Not Listed,Low Income African American,2.7080502011
14225455,2016-05-08,40175,37.819003,-86.089891,<= $20,Not Listed,"White, Middle income Single Family",2.30258509299
5059066,2016-01-29,02478,42.395317,-71.180284,<= $20,Not Listed,"Homeowners, Families",2.30258509299
6954457,2016-07-01,07940,40.760175,-74.419181,<= $20,Not Listed,"Homeowners, Families",1.60943791243
1067244,2016-06-21,91941,32.759333,-116.997247,<= $20,Not Listed,"Suburban, White, Wealthy",2.30258509299
15693286,2015-10-16,07874,40.923063,-74.73579,<= $20,Not Listed,"Suburban, White, Wealthy",2.30258509299
399615,2016-02-22,77373,30.062169,-95.383966,<= $20,Not Listed,Low Income African American,2.30258509299
11209988,2015-11-30,33024,26.027148,-80.244713,<= $100,retired,"Young Kids, Multi-racial, Low Density",3.40119738166
13863595,2015-08-28,92007,33.02325,-117.274923,<= $20,retired,"Homeowners, Families",2.30258509299
6950940,2015-12-31,28147,35.68106,-80.563015,<= $100,retired,Low Income African American,3.91202300543
7663638,2015-04-17,43082,40.149186,-82.884872,<= $100,Not Listed,"Suburban, White, Wealthy",3.40119738166
3540476,2015-07-24,30328,33.932538,-84.385947,<= $100,Not Listed,"Families, Low Density",3.25809653802
13662565,2015-08-28,95461,38.752774,-122.557196,<= $20,Not Listed,"Suburban, White, Wealthy",2.30258509299
16183008,2016-04-15,02338,42.002811,-70.863473,<= $100,Not Listed,"White, Middle income Single Family",3.21887582487
3622245,2015-07-17,29801,33.588993,-81.697037,<= $100,legal,Low Income African American,4.60517018599
13424029,2016-07-30,50158,42.049806,-92.900739,<= $100,Not Listed,"Families, Low Density",3.63758615973
5264246,2015-07-16,97333,44.468069,-123.293831,<= $100,Not Listed,"Families, Low Density",3.91202300543
4276290,2016-06-03,55317,44.858704,-93.550209,<= $100,Not Listed,"Suburban, White, Wealthy",3.68887945411
2141148,2015-12-30,98632,46.209509,-123.056153,<= $20,Not Listed,"White, Middle income Single Family",2.30258509299
6437569,2016-08-26,34114,25.943846,-81.538206,<= $1000,retired,"Homeowners, Families",6.21460809842
12888235,2016-05-26,48827,42.509319,-84.66044,<= $1000,Not Listed,"White, Middle income Single Family",5.21493575761
3252362,2015-06-15,60047,42.203134,-88.044208,<= $100,retired,"Suburban, White, Wealthy",4.60517018599
14385304,2016-07-06,10031,40.825288,-73.950045,<= $100,Not Listed,"White, Middle income Single Family",4.60517018599
494854,2016-08-12,92532,33.692673,-117.302957,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",3.63758615973
4034800,2015-08-01,30002,33.773335,-84.261667,<= $100,Not Listed,Low Income African American,3.91202300543
11552149,2015-05-21,78839,28.718319,-99.823476,<= $1000,Not Listed,"Hispanic, non citizens, low income",6.90775527898
7092696,2016-05-08,75024,33.075422,-96.802686,<= $1000,Not Listed,"Families, Low Density",5.52146091786
4991106,2016-05-31,10025,40.798601,-73.966622,<= $100,retired,Wealthy Urbanites (Renters),3.21887582487
16157777,2015-07-31,08501,40.163841,-74.566056,<= $20,Not Listed,"Suburban, White, Wealthy",2.07944154168
16614267,2015-12-06,35062,33.72492,-87.010252,<= $100,Not Listed,"White, Middle income Single Family",3.21887582487
10439296,2015-04-15,78666,29.880162,-97.966164,<= $100,Not Listed,"Families, Low Density",4.12713438505
14419743,2016-03-12,75088,32.897841,-96.55037,<= $20,Not Listed,"Suburban, White, Wealthy",2.7080502011
12763273,2015-12-31,08742,40.080784,-74.059125,<= $20,Not Listed,"Suburban, White, Wealthy",2.3978952728
3552419,2016-08-05,30328,33.932538,-84.385947,<= $100,Not Listed,"Families, Low Density",4.00733318523
11639444,2016-05-13,73142,35.616598,-97.645321,<= $20,Not Listed,"Families, Low Density",1.60943791243
1635421,2016-06-30,91602,34.150818,-118.368159,<= $20,legal,"Homeowners, Families",2.07944154168
2801867,2015-04-30,98112,47.63281,-122.288511,<= $100,Not Listed,"Homeowners, Families",3.55534806149
11184343,2016-07-27,92880,33.925311,-117.607297,<= $20,Not Listed,"Suburban, White, Wealthy",2.99573227355
8649224,2016-06-08,80206,39.730282,-104.952592,<= $100,Not Listed,"Families, Low Density",4.60517018599
13866011,2016-09-05,33322,26.151064,-80.269953,<= $20,retired,"Families, Low Density",1.60943791243
7391136,2016-02-25,60616,41.844883,-87.624032,<= $1000,legal,Wealthy Urbanites (Renters),5.52146091786
1646162,2015-09-28,08558,40.413411,-74.703745,<= $1000,legal,"Homeowners, Families",6.90775527898
15806588,2016-07-28,21211,39.329817,-76.639408,<= $20,Not Listed,"Families, Low Density",1.60943791243
9306031,2015-06-05,76116,32.720723,-97.447033,<= $20,retired,"Young Kids, Multi-racial, Low Density",2.99573227355
6085666,2016-06-04,78006,29.85855,-98.703353,<= $100,finance,"White, Middle income Single Family",4.60517018599
15561114,2016-02-20,92337,34.049809,-117.470613,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",3.55534806149
5513183,2015-06-25,10029,40.791763,-73.94397,<= $100,retired,Wealthy Urbanites (Renters),3.21887582487
12736643,2016-02-22,07090,40.651644,-74.343447,<= $1000,legal,"Homeowners, Families",6.90775527898
15852967,2015-10-05,47918,40.298678,-87.198005,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
13674463,2015-10-29,81601,39.601304,-107.304388,<= $20,Not Listed,"Homeowners, Families",1.60943791243
10212496,2016-04-01,51501,41.227277,-95.878439,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
11777794,2016-02-02,10520,41.226478,-73.867787,<= $100,medical,"Suburban, White, Wealthy",3.91202300543
5726504,2016-06-29,98033,47.675982,-122.193578,<= $100,retired,"Homeowners, Families",3.91202300543
4170775,2015-07-10,60654,41.892289,-87.637271,<= $100,legal,Wealthy Urbanites (Renters),3.21887582487
10130030,2016-09-19,83616,43.775559,-116.394918,<= $1000,Not Listed,"Suburban, White, Wealthy",6.90775527898
955928,2016-05-25,19130,39.967935,-75.176073,<= $1000,engineer,"Families, Low Density",5.86078622347
8022026,2016-06-30,78015,29.742957,-98.651509,<= $100,Not Listed,"Suburban, White, Wealthy",3.36729582999
367925,2016-08-19,20001,38.910353,-77.017739,<= $100,Not Listed,Wealthy Urbanites (Renters),3.87120101091
5187670,2016-07-09,91367,34.177311,-118.615704,<= $100,Not Listed,"Homeowners, Families",3.21887582487
6085198,2016-07-31,78006,29.85855,-98.703353,<= $100,legal,"White, Middle income Single Family",4.60517018599
423760,2015-12-17,78255,29.651922,-98.656362,<= $20,Not Listed,"Suburban, White, Wealthy",2.30258509299
10575755,2015-09-08,97204,45.518371,-122.673946,<= $20,Not Listed,Wealthy Urbanites (Renters),2.30258509299
3227806,2016-02-11,59803,46.796608,-113.950416,<= $20,Not Listed,"Families, Low Density",1.60943791243
15347312,2015-10-06,60064,42.324027,-87.856704,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",3.4657359028
3457315,2015-07-22,79705,32.05121,-102.059633,<= $100,Not Listed,"Families, Low Density",3.91202300543
8928550,2016-03-08,49503,42.96212,-85.659394,<= $100,legal,"Families, Low Density",3.55534806149
415849,2016-08-31,80221,39.817067,-105.011035,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",1.60943791243
13885601,2016-08-08,27516,35.906197,-79.154855,<= $100,Not Listed,"Families, Low Density",3.21887582487
12318492,2016-05-31,03301,43.238549,-71.555988,<= $100,Not Listed,"Families, Low Density",4.60517018599
8124350,2016-04-26,40515,37.917671,-84.391441,<= $20,Not Listed,"Suburban, White, Wealthy",1.09861228867
16573185,2016-05-31,98611,46.305133,-122.900688,<= $100,retired,"White, Middle income Single Family",3.295836866
592213,2016-07-22,30548,34.09047,-83.767003,<= $100,Not Listed,"Suburban, White, Wealthy",3.21887582487
8974122,2016-02-29,18017,40.659951,-75.387306,<= $100,Not Listed,"Families, Low Density",3.91202300543
3511510,2016-06-08,94028,37.376828,-122.209796,<= $100,Not Listed,"Homeowners, Families",3.295836866
8949645,2016-02-23,05403,44.444866,-73.173468,<= $100,Not Listed,"Suburban, White, Wealthy",3.295836866
4989033,2016-04-10,10025,40.798601,-73.966622,<= $20,Not Listed,Wealthy Urbanites (Renters),2.63905732962
14446741,2016-06-13,94801,37.952844,-122.381974,<= $100,retired,"Hispanic, non citizens, low income",3.91202300543
6975364,2016-09-15,30342,33.882179,-84.375289,<= $100,Not Listed,"Families, Low Density",3.7135720667
2716074,2015-08-31,22304,38.813169,-77.112139,<= $1000,Not Listed,Wealthy Urbanites (Renters),6.90775527898
16343316,2015-06-15,78362,27.850145,-97.203259,<= $1000,retired,"Young Kids, Multi-racial, Low Density",6.21460809842
1947314,2016-07-30,90056,33.988047,-118.370361,<= $1000,legal,Low Income African American,5.0106352941
12969053,2016-03-09,04364,44.309991,-69.963093,<= $20,Not Listed,"Suburban, White, Wealthy",0.0
6759432,2016-08-16,80202,39.751907,-104.997633,<= $20,Not Listed,"Families, Low Density",2.99573227355
8322951,2016-08-24,20912,38.981606,-77.001161,<= $1000,legal,Wealthy Urbanites (Renters),6.21460809842
3383694,2016-09-05,01810,42.648044,-71.161751,<= $20,Not Listed,"Homeowners, Families",2.94443897917
4729894,2016-04-05,32082,30.125226,-81.369578,<= $20,retired,"Homeowners, Families",2.30258509299
10486404,2016-08-14,30068,33.968116,-84.431704,<= $100,Not Listed,"Suburban, White, Wealthy",3.21887582487
3329976,2016-08-26,28403,34.221692,-77.880633,<= $100,Not Listed,"Families, Low Density",3.91202300543
11521101,2015-08-21,75089,32.936586,-96.551566,<= $100,Not Listed,"Suburban, White, Wealthy",3.68887945411
8724079,2015-07-24,54914,44.280839,-88.452033,<= $20,Not Listed,"Families, Low Density",2.77258872224
15582972,2016-07-11,55316,45.172932,-93.386829,<= $100,Not Listed,"Suburban, White, Wealthy",3.91202300543
3659606,2016-04-26,60062,42.126279,-87.845088,<= $5000,legal,"Suburban, White, Wealthy",7.31322038709
15820814,2015-09-30,44511,41.069085,-80.696703,<= $100,Not Listed,"Families, Low Density",3.63758615973
12195251,2016-04-20,23508,36.884888,-76.31027,<= $100,Not Listed,"Families, Low Density",3.295836866
13055242,2016-02-11,66436,39.467715,-95.691999,<= $100,retired,"White, Middle income Single Family",3.21887582487
13559438,2016-08-21,90505,33.807882,-118.347957,<= $100,Not Listed,"Homeowners, Families",3.91202300543
3573056,2015-12-31,22408,38.220271,-77.443653,<= $20,Not Listed,"Suburban, White, Wealthy",2.99573227355
1234761,2016-03-27,22003,38.829817,-77.215318,<= $20,Not Listed,"Homeowners, Families",0.69314718056
7745625,2015-09-22,78213,29.516395,-98.523017,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",0.69314718056
9623662,2016-05-28,02879,41.424019,-71.534277,<= $20,professor,"Suburban, White, Wealthy",2.7080502011
16321533,2016-03-07,43469,41.460369,-83.36455,<= $20,Not Listed,"White, Middle income Single Family",2.30258509299
7066660,2016-08-31,78249,29.565311,-98.612104,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",2.99573227355
12687357,2016-06-30,94520,37.995285,-122.040627,<= $100,Not Listed,"Hispanic, non citizens, low income",3.21887582487
1987772,2015-05-04,75205,32.835893,-96.795514,<= $1000,homemaker,"Homeowners, Families",6.62007320653
1930652,2015-11-13,10583,40.988682,-73.789204,<= $20,Not Listed,"Homeowners, Families",0.0
2931978,2016-06-02,02116,42.350579,-71.076397,<= $100,Not Listed,"White, Middle income Single Family",3.21887582487
1109979,2015-10-16,19103,39.952896,-75.174298,<= $1000,Not Listed,Wealthy Urbanites (Renters),4.89783979995
14360161,2016-02-01,48205,42.433156,-82.981142,<= $100,Not Listed,Low Income African American,3.7135720667
2622160,2016-01-06,06067,41.656624,-72.661779,<= $20,Not Listed,"Homeowners, Families",2.30258509299
13485238,2016-03-07,02453,42.369542,-71.240513,<= $100,Not Listed,Wealthy Urbanites (Renters),4.60517018599
1963952,2015-04-12,02108,42.357768,-71.064858,<= $1000,Not Listed,Wealthy Urbanites (Renters),6.21460809842
16672991,2015-08-23,45003,39.586583,-84.78647,<= $100,retired,"White, Middle income Single Family",3.91202300543
15302245,2016-02-02,30236,33.524478,-84.325439,<= $20,legal,Low Income African American,2.30258509299
15747188,2015-10-09,11369,40.763365,-73.872374,<= $100,Not Listed,Wealthy Urbanites (Renters),3.58351893846
8084964,2015-10-27,12306,42.805429,-74.044227,<= $100,Not Listed,"White, Middle income Single Family",3.91202300543
6732836,2016-01-17,49127,42.010826,-86.515299,<= $100,retired,"Families, Low Density",3.21887582487
10721364,2015-09-15,07932,40.777242,-74.392943,<= $100,finance,"Homeowners, Families",3.13549421593
12776162,2016-09-09,66212,38.955565,-94.679875,<= $20,retired,"Families, Low Density",2.30258509299
9546192,2015-05-01,56377,45.646144,-94.24776,<= $1000,Not Listed,"White, Middle income Single Family",5.70378247466
14565587,2016-05-10,80654,40.138103,-104.065491,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",2.30258509299
15356331,2016-07-14,60064,42.324027,-87.856704,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",2.99573227355
14558826,2016-05-31,85658,32.551052,-111.143446,<= $100,Not Listed,"White, Middle income Single Family",3.40119738166
5731926,2016-04-30,98133,47.740485,-122.342826,<= $100,Not Listed,"Families, Low Density",3.55534806149
4459731,2015-05-22,22042,38.865024,-77.197125,<= $100,Not Listed,"Homeowners, Families",3.63758615973
5280350,2016-04-06,97211,45.581132,-122.637305,<= $100,Not Listed,"Families, Low Density",3.21887582487
2940074,2016-07-19,85254,33.615485,-111.952235,<= $20,Not Listed,"Suburban, White, Wealthy",2.48490664979
12737853,2016-08-28,07090,40.651644,-74.343447,<= $100,Not Listed,"Homeowners, Families",3.91202300543
4577653,2016-05-06,22042,38.865024,-77.197125,<= $100,Not Listed,"Homeowners, Families",3.36729582999
5709201,2015-08-21,98006,47.557627,-122.151005,<= $100,Not Listed,"Homeowners, Families",4.60517018599
12231469,2016-02-19,82604,42.857603,-106.770764,<= $100,retired,"White, Middle income Single Family",3.21887582487
3616960,2016-07-03,80113,39.644445,-104.965111,<= $20,retired,"Homeowners, Families",1.60943791243
1486506,2016-06-28,08879,40.46641,-74.278625,<= $1000,retired,"Families, Low Density",5.0106352941
1412664,2016-08-17,92270,33.768584,-116.429988,<= $1000,Not Listed,"Homeowners, Families",5.29831736655
14829650,2016-04-08,27603,35.664418,-78.652751,<= $20,Not Listed,"Families, Low Density",1.60943791243
4499923,2015-10-23,22042,38.865024,-77.197125,<= $20,Not Listed,"Homeowners, Families",2.30258509299
14590005,2015-07-31,32246,30.29376,-81.517139,<= $100,Not Listed,"Young Kids, Multi-racial, Low Density",3.21887582487
3723526,2016-01-14,95403,38.503685,-122.754057,<= $1000,retired,"Homeowners, Families",5.52146091786
8335808,2015-10-26,95135,37.284529,-121.658321,<= $100,retired,"Homeowners, Families",3.91202300543
16561683,2016-07-15,03825,43.215566,-71.03898,<= $1000,Not Listed,"White, Middle income Single Family",6.21460809842
960903,2015-05-14,20009,38.919144,-77.037381,<= $1000,Not Listed,Wealthy Urbanites (Renters),5.52146091786
14664822,2015-12-09,22724,38.614645,-77.893981,<= $100,Not Listed,"Suburban, White, Wealthy",4.60517018599
404338,2015-11-13,63005,38.644214,-90.651407,<= $20,Not Listed,"Suburban, White, Wealthy",2.30258509299
2609949,2016-02-28,02445,42.325483,-71.135045,<= $1000,Not Listed,Wealthy Urbanites (Renters),5.29831736655
6700770,2016-08-04,34119,26.268263,-81.714054,<= $20,Not Listed,"Homeowners, Families",2.7080502011
7845275,2015-08-28,19123,39.964489,-75.145802,<= $100,Not Listed,Low Income African American,4.18965474203
15656500,2016-04-16,07307,40.750877,-74.056865,<= $100,Not Listed,Wealthy Urbanites (Renters),3.295836866
